Address,Name,Mangled,Pass,Score,Evidence,Source,Date
0x001f1ae0,CExitMenu_dtor,__dt__9CExitMenuFv,vtable-slot,0.75,vtable-slot: vtable CExitMenu slot 0; fixed points start..2:2; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x001f1d70,CExitState_ctor,__ct__10CExitStateFv,string-set,0.80,string-set: strings=2;order=between;callees=one side,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x001f3550,anon_st_exit_SetRoundStatUiVars,SetRoundStatUiVars__21@unnamed@st_exit_cpp@Fii,string-set,0.80,string-set: strings=5;order=between;callees=one side,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x001f4440,CMenuState_UnInit,UnInit__10CMenuStateFv,callgraph,0.80,callgraph: callgraph round 1; key=callee; |K|=2; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x001f45e0,CMenuState_OnPop,OnPop__10CMenuStateFi,string-set,0.80,string-set: strings=1;order=between;callees=one side,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x001f4640,CMenuState_Tick,Tick__10CMenuStateFf,callgraph,0.80,callgraph: callgraph round 1; key=callee; |K|=1; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x001f53d0,IOPRebootHandler,IOPRebootHandler__FQ211CIOPManager11RebootPhaseQ211CIOPManager10RebootModePv,string-set,0.80,string-set: strings=9;order=between;callees=none,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x001f5d40,CLoadState_UnInit,UnInit__10CLoadStateFv,callgraph,0.80,callgraph: callgraph round 1; key=callee; |K|=2; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x001f5e70,CLoadState_Tick,Tick__10CLoadStateFf,callgraph,0.80,callgraph: callgraph round 1; key=callee+pair; |K|=4+4; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x001f69f0,CLoadState_ctor,__ct__10CLoadStateFv,string-set&callgraph,0.80,string-set: strings=1;order=between;callees=overlap | callgraph: callgraph round 1; key=callee; |K|=1; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x001fa360,CHUD_Init,Init__4CHUDFPQ23zdb6CWorld,string-set,0.80,string-set: strings=4;order=between;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x001fbae0,CHUD_dtor,__dt__4CHUDFv,callgraph,0.80,callgraph: callgraph round 1; key=callee; |K|=1; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x001fd840,PoseBitmap_dtor,__dt__10PoseBitmapFv,vtable-slot,0.75,vtable-slot: vtable PoseBitmap slot 0; fixed points start..1:1; ratio=0.97,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x001fdc80,UIVarMixin_dtor,__dt__10UIVarMixinFv,vtable-slot,0.75,vtable-slot: vtable UIVarMixin slot 0; fixed points start..end; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x001fec70,CLetterBox_AddLetterbox,AddLetterbox__10CLetterBoxFv,exact,1.00,"exact: fingerprint exact, 72 B",demo_symbol_renames.csv; research/44,2026-09-24
0x001fecc0,CLetterBox_Tick,Tick__10CLetterBoxFf,offset-multiset,0.75,"offset-multiset: offset multiset unique both sides, 19 accesses, ratio 0.90",demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x002079b0,CZObjectiveList_Init,Init__15CZObjectiveListFv,string-set,0.80,string-set: strings=3;order=between;callees=none,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x00207a00,CZObjectiveList_AddObjective,AddObjective__15CZObjectiveListFRC20CMissionObjectiveCamf,callgraph,0.80,callgraph: callgraph round 1; key=callee; |K|=2; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x00207f90,std_vector_swap,"swap__Q23std30vector<b,Q23std12allocator<b>>FRQ23std30vector<b,Q23std12allocator<b>>",exact,1.00,"exact: fingerprint exact, 64 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00208ad0,CZClaymoreMapItem_dtor,__dt__17CZClaymoreMapItemFv,vtable-slot,0.75,vtable-slot: vtable CZClaymoreMapItem slot 0; fixed points start..end; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00208bc0,CZClaymoreMapItem_Tick,Tick__17CZClaymoreMapItemFP11CZNewHudMapf,vtable-slot,0.75,vtable-slot: vtable CZClaymoreMapItem slot 1; fixed points start..end; ratio=0.94,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00208f60,CZMapItem_dtor,__dt__9CZMapItemFv,vtable-slot,0.75,vtable-slot: vtable CZMapItem slot 0; fixed points start..end; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0020ae50,CZNewHudMap_CalcNewMatrix,CalcNewMatrix__11CZNewHudMapFv,callgraph,0.80,callgraph: callgraph round 1; key=callee+pair; |K|=4+4; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x0020b2c0,CZNewHudMap_InitMap,InitMap__11CZNewHudMapFPQ23zdb6CWorld,string-set,0.80,string-set: strings=4;order=between;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x0020ccd0,C2DLine_dtor,__dt__7C2DLineFv,vtable-slot,0.75,vtable-slot: vtable C2DLine slot 0; fixed points start..1:1; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0020ce70,anon_hud_newhudmap_COverlayLine_dtor,__dt__Q227@unnamed@hud_newhudmap_cpp@12COverlayLineFv,vtable-slot,0.75,vtable-slot: vtable @unnamed@hud_newhudmap_cpp@::COverlayLine slot 0; fixed points start..1:1; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0020cf40,CZMPBombMapItem_dtor,__dt__15CZMPBombMapItemFv,vtable-slot,0.75,vtable-slot: vtable CZMPBombMapItem slot 0; fixed points start..end; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0020d010,CZMPBombMapItem_Tick,Tick__15CZMPBombMapItemFP11CZNewHudMapf,vtable-slot,0.75,vtable-slot: vtable CZMPBombMapItem slot 1; fixed points start..end; ratio=0.95,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0020d390,CZLineMap_Draw,Draw__9CZLineMapFPQ23zdb7CCamera,vtable-slot,0.75,vtable-slot: vtable CZLineMap slot 2; fixed points start..end; ratio=0.89,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0020d5f0,CZLineMap_Clip,Clip__9CZLineMapFP11CZNewHudMap,vtable-slot,0.75,vtable-slot: vtable CZLineMap slot 4; fixed points start..end; ratio=0.74,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0020ebd0,CZLineMap_Tick,Tick__9CZLineMapFP11CZNewHudMapf,vtable-slot,0.75,vtable-slot: vtable CZLineMap slot 1; fixed points start..end; ratio=0.92,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x0020f220,CAiMap_GetCellCenter,GetCellCenter__6CAiMapCFRC9CAiMapLocP6CPnt3D,callgraph,0.80,callgraph: callgraph round 1; key=pair; |K|=3; order=unknown,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x0020fcf0,CZLineMap_dtor,__dt__9CZLineMapFv,vtable-slot,0.75,vtable-slot: vtable CZLineMap slot 0; fixed points start..end; ratio=0.84,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x002107c0,anon_hud_linemap_CAiLinePtItr_Advance,Advance__Q225@unnamed@hud_linemap_cpp@12CAiLinePtItrFv,vtable-slot,0.75,vtable-slot: vtable @unnamed@hud_linemap_cpp@::CAiLinePtItr slot 0; fixed points start..1:1; ratio=0.72,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00210c30,std_tree_insert_node_at,"insert_node_at__Q23std185__tree<Q23std19pair<Ci,9LINE_DATA>,Q33std79map<i,9LINE_DATA,Q23std7less<i>,Q23std38allocator<Q23std19pair<Ci,9LINE_DATA>>>13value_compare,Q23std38allocator<Q23std19pair<Ci,9LINE_DATA>>>FPQ33std185__tree<Q23std19pair<Ci,9LINE_DATA>,Q33std79map<i,9LINE_DATA,Q23std7less<i>,Q23std38allocator<Q23std19pair<Ci,9LINE_DATA>>>13value_compare,Q23std38allocator<Q23std19pair<Ci,9LINE_DATA>>>4nodebbRCQ23std19pair<Ci,9LINE_DATA>",offset-multiset,0.75,"offset-multiset: offset multiset unique both sides, 25 accesses, ratio 0.98",demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x002126f0,MapCompass_InitHUD_Compass,InitHUD_Compass__10MapCompassFPQ23zdb6CWorld,string-set,0.80,string-set: strings=31;order=between;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x00213e20,BitmapReticule_ChangeReticule,ChangeReticule__14BitmapReticuleFi,callgraph,0.80,callgraph: callgraph round 1; key=callee+pair; |K|=4+4; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x00215250,BitmapReticule_UpdateAccuracy,UpdateAccuracy__14BitmapReticuleFv,callgraph,0.80,callgraph: callgraph round 1; key=callee; |K|=1; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x002178c0,BitmapReticule_Init,Init__14BitmapReticuleFPQ23zdb6CWorldP7C2DFont,string-set&callgraph,0.80,string-set: strings=14;order=between;callees=overlap | callgraph: callgraph round 1; key=callee+pair; |K|=4+4; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x0021d9d0,CZActionBitmap_HudTick,HudTick__14CZActionBitmapF10MENU_STATE,callgraph,0.80,callgraph: callgraph round 1; key=callee; |K|=2; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x0021ded0,CZActionBitmap_Init,Init__14CZActionBitmapFP4CHUDP7C2DFont,string-set&callgraph,0.80,string-set: strings=29;order=between;callees=overlap | callgraph: callgraph round 1; key=callee; |K|=2; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x0021f210,CActionTxtrMachine_Render_ver_2,Render_ver_2__18CActionTxtrMachineFR14CZActionBitmap,callgraph,0.80,callgraph: callgraph round 1; key=callee+pair; |K|=3+3; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x00221d40,PoseBitmap_Draw,Draw__10PoseBitmapFPQ23zdb7CCamera,exact,1.00,"exact: fingerprint exact, 76 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00222010,PoseBitmap_Init,Init__10PoseBitmapFPQ23zdb6CWorld,string-set&callgraph,0.80,string-set: strings=4;order=between;callees=overlap | callgraph: callgraph round 1; key=callee; |K|=1; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x00222190,CZPlayerMapItem_dtor,__dt__15CZPlayerMapItemFv,vtable-slot&prefix+offsets,0.80,"vtable-slot: vtable CZPlayerMapItem slot 0; fixed points start..3:3; ratio=0.99 | prefix+offsets: prologue unique both sides + offset multiset unique both sides, 4 accesses","demo_symbol_renames_7c.csv; research/51, research/60 | demo_symbol_renames_prefix_offsets.csv; research/54",2026-09-24
0x00222eb0,CZPlayerMapItem_DrawAlphaBravo,DrawAlphaBravo__15CZPlayerMapItemFPQ23zdb7CCamera,exact,1.00,"exact: fingerprint exact, 88 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00222f30,CZPlayerMapItem_Draw,Draw__15CZPlayerMapItemFPQ23zdb7CCamera,vtable-slot,0.75,vtable-slot: vtable CZPlayerMapItem slot 2; fixed points start..3:3; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00222fe0,CZPlayerMapItem_Tick,Tick__15CZPlayerMapItemFP11CZNewHudMapf,vtable-slot&callgraph,0.75,vtable-slot: vtable CZPlayerMapItem slot 1; fixed points start..3:3; ratio=0.96 | callgraph: callgraph round 4; key=callee; |K|=1; order=between,"demo_symbol_renames_7c.csv; research/51, research/60 | demo_symbol_renames_callgraph_loose.csv; research/52",2026-09-24
0x00223220,CZPlayerMapItem_InitStaticItems,InitStaticItems__15CZPlayerMapItemFv,relinked-body,0.85,"relinked-body: fingerprint relinked-body, 108 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00223970,CMPExitState_Init,Init__12CMPExitStateFv,string-set&callgraph,0.80,string-set: strings=3;order=between;callees=overlap | callgraph: callgraph round 3; key=callee; |K|=2; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph_loose.csv; research/52,2026-09-24
0x00224110,CMPExitState_ctor,__ct__12CMPExitStateFv,string-set,0.80,string-set: strings=2;order=between;callees=one side,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x002256f0,anon_st_mpexit_TickMpStats,TickMpStats__23@unnamed@st_mpexit_cpp@Fv,callgraph,0.80,callgraph: callgraph round 1; key=callee+pair; |K|=3+3; order=unknown,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x00227ad0,CInGameWeaponSel_Init,Init__16CInGameWeaponSelFPQ23zdb6CWorldP7C2DFont,string-set,0.80,string-set: strings=5;order=between;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x00228aa0,CFlashFX_Reset,Reset__8CFlashFXFv,exact,1.00,"exact: fingerprint exact, 80 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00228af0,CFlashFX_Flash,Flash__8CFlashFXFfff,exact,1.00,"exact: fingerprint exact, 84 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00228b80,CFader_FadeIn,FadeIn__6CFaderFf,exact,1.00,"exact: fingerprint exact, 64 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00229430,CZHudMissionCams_PlayCamera,PlayCamera__16CZHudMissionCamsFPCc,exact,1.00,"exact: fingerprint exact, 64 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00239570,CZStaticRadioBitmap_Init,Init__19CZStaticRadioBitmapFP4CHUD,string-set,0.80,string-set: strings=5;order=anchors-out-of-order;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x002434b0,heap_Free,heap_Free,offset-multiset&callgraph,0.75,"offset-multiset: offset multiset unique both sides, 14 accesses, ratio 0.88 | callgraph: callgraph round 2; key=caller+pair; |K|=7+7; order=unknown",demo_symbol_renames_offsets.csv; research/54 | demo_symbol_renames_callgraph_loose.csv; research/52,2026-09-24
0x00243640,heap_Open,heap_Open,offset-multiset,0.75,"offset-multiset: offset multiset unique both sides, 8 accesses, ratio 0.92 + callees",demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x00243840,lgAudInit,lgAudInit,string-set&callgraph,0.80,string-set: strings=7;order=between;callees=overlap | callgraph: callgraph round 1; key=callee+pair; |K|=4+4; order=unknown,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x00243be8,lgAudEnumHint,lgAudEnumHint,exact,1.00,"exact: fingerprint exact, 124 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00243c68,lgAudEnumerate,lgAudEnumerate,string-set,0.80,string-set: strings=1;order=between;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x00243e40,lgAudOpen,lgAudOpen,string-set,0.80,string-set: strings=4;order=between;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x00243fb0,lgAudClose,lgAudClose,string-set,0.80,string-set: strings=1;order=between;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x00244088,lgAudRead,lgAudRead,string-set,0.80,string-set: strings=3;order=between;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x00244200,lgAudWrite,lgAudWrite,string-set,0.80,string-set: strings=3;order=between;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x002444f0,lgAudGetMixer,lgAudGetMixer,string-set,0.80,string-set: strings=2;order=between;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x00244618,lgAudSetMixer,lgAudSetMixer,string-set,0.80,string-set: strings=2;order=between;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x00244738,lgAudGetRemainingPlaybackBytes,lgAudGetRemainingPlaybackBytes,string-set,0.80,string-set: strings=1;order=between;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x00244820,lgAudGetAvailableRecordingBytes,lgAudGetAvailableRecordingBytes,string-set,0.80,string-set: strings=1;order=between;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x00244ab8,lgAudStartPlayback,lgAudStartPlayback,string-set,0.80,string-set: strings=1;order=between;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x00244c68,lgAudResumePlayback,lgAudResumePlayback,string-set,0.80,string-set: strings=1;order=between;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x00245030,lgAudASync,lgAudASync,exact,1.00,"exact: fingerprint exact, 80 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00245298,lgAudAWrite,lgAudAWrite,string-set,0.80,string-set: strings=4;order=between;callees=overlap,demo_symbol_renames_strings.csv; research/53,2026-09-24
0x00245690,libnetb_is_data_waiting,libnetb_is_data_waiting,prefix+offsets,0.80,"prefix+offsets: prologue unique both sides + offset multiset unique both sides, 12 accesses",demo_symbol_renames_prefix_offsets.csv; research/54,2026-09-24
0x00245748,libnetb_udp_init_buffer,libnetb_udp_init_buffer,exact,1.00,"exact: fingerprint exact, 64 B",demo_symbol_renames.csv; research/44,2026-09-24
0x002457f0,libnetb_udp_create_space,libnetb_udp_create_space,prefix+offsets,0.80,"prefix+offsets: prologue unique both sides + offset multiset unique both sides, 39 accesses",demo_symbol_renames_prefix_offsets.csv; research/54,2026-09-24
0x00245a18,libnetb_get_valid_data_header_ptr,libnetb_get_valid_data_header_ptr,exact,1.00,"exact: fingerprint exact, 192 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00245e60,sceInetAddress2String,sceInetAddress2String,callgraph,0.80,callgraph: callgraph round 1; key=caller; |K|=2; order=unknown,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x002460f8,sceInetRecv,sceInetRecv,offset-multiset,0.75,"offset-multiset: offset multiset unique both sides, 11 accesses, ratio 0.74",demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x00246a38,libnet_init,libnet_init,callgraph,0.80,callgraph: callgraph round 1; key=callee+pair; |K|=2+3; order=unknown,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x00247050,sceBInetGetBuildTimestamp,sceBInetGetBuildTimestamp,exact,1.00,"exact: fingerprint exact, 340 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00247460,sceBInetClose,sceBInetClose,exact,1.00,"exact: fingerprint exact, 152 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00247640,sceBInetRecvFrom,sceBInetRecvFrom,exact,1.00,"exact: fingerprint exact, 140 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00247888,sceBInetSendTo,sceBInetSendTo,exact,1.00,"exact: fingerprint exact, 148 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00247aa0,sceBInetIP2Address,sceBInetIP2Address,exact,1.00,"exact: fingerprint exact, 152 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00247b38,sceBInetAddress2IP,sceBInetAddress2IP,exact,1.00,"exact: fingerprint exact, 80 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00247b88,sceBInetDisplayLibnetbState,sceBInetDisplayLibnetbState,exact,1.00,"exact: fingerprint exact, 80 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00247c98,libnetb_trans_data,libnetb_trans_data,exact,1.00,"exact: fingerprint exact, 148 B",demo_symbol_renames.csv; research/44,2026-09-24
0x00258f20,zar_CZAR_dtor,__dt__Q23zar4CZARFv,vtable-slot,0.75,vtable-slot: vtable zar::CZAR slot 0; fixed points start..end; ratio=0.56,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00259ee0,zar_CZAR_FetchLIP,FetchLIP__Q23zar4CZARFPQ23zar4CKeyPPv,offset-multiset,0.75,"offset-multiset: offset multiset unique both sides, 12 accesses, ratio 0.97",demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x0025a5d0,zar_CZAR_Fetch,Fetch__Q23zar4CZARFPCcPvi,callgraph,0.80,callgraph: callgraph round 1; key=caller; |K|=2; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x0025cb00,zAnimGetDirectionFromAzimuthZenith,zAnimGetDirectionFromAzimuthZenith__FffP6CPnt3D,prefix+offsets,0.80,"prefix+offsets: prologue unique both sides + offset multiset unique both sides, 12 accesses",demo_symbol_renames_prefix_offsets.csv; research/54,2026-09-24
0x0025e630,zAnimWhileTick,zAnimWhileTick__FP14_zanim_cmd_hdrPf,callgraph,0.80,callgraph: callgraph round 1; key=callee; |K|=2; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x0025e7a0,zAnimIfTick,zAnimIfTick__FP14_zanim_cmd_hdrPf,callgraph,0.80,callgraph: callgraph round 1; key=callee+pair; |K|=3+3; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x0025e960,CZAnimExpression_ProcExpr,ProcExpr__16CZAnimExpressionFPf,offset-multiset&callgraph,0.80,"offset-multiset: offset multiset unique both sides, 5 accesses, ratio 0.99 + callees | callgraph: callgraph round 1; key=callee; |K|=1; order=between",demo_symbol_renames_offsets.csv; research/54 | demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x0025ec50,zAnimWaitTick,zAnimWaitTick__FP14_zanim_cmd_hdrPf,offset-multiset,0.75,"offset-multiset: offset multiset unique both sides, 15 accesses, ratio 1.00",demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x0025ede0,zAnimLoopTick,zAnimLoopTick__FP14_zanim_cmd_hdrPf,offset-multiset&callgraph,0.80,"offset-multiset: offset multiset unique both sides, 11 accesses, ratio 0.98 | callgraph: callgraph round 1; key=callee; |K|=1; order=between",demo_symbol_renames_offsets.csv; research/54 | demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x0025eec0,zAnimObjectDeleteChildTick,zAnimObjectDeleteChildTick__FP14_zanim_cmd_hdrPf,offset-multiset,0.75,"offset-multiset: offset multiset unique both sides, 4 accesses, ratio 1.00 + prologue",demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x0025f1b0,zAnimObjectMotionScriptTick,zAnimObjectMotionScriptTick__FP14_zanim_cmd_hdrPf,callgraph,0.80,callgraph: callgraph round 1; key=callee; |K|=1; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x0025f880,zAnimObjectOpacityFromToTick,zAnimObjectOpacityFromToTick__FP14_zanim_cmd_hdrPf,offset-multiset,0.75,"offset-multiset: offset multiset unique both sides, 12 accesses, ratio 0.91",demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x00262690,zAnimObjectMotionBegin,zAnimObjectMotionBegin__FP14_zanim_cmd_hdr,callgraph,0.80,callgraph: callgraph round 1; key=callee+pair; |K|=7+7; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x00263730,zAnimObjectRotateStateTick,zAnimObjectRotateStateTick__FP14_zanim_cmd_hdrPf,callgraph,0.80,callgraph: callgraph round 1; key=callee+pair; |K|=3+3; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
0x00263890,zAnimObjectTranslateStateTick,zAnimObjectTranslateStateTick__FP14_zanim_cmd_hdrPf,offset-multiset&callgraph,0.75,"offset-multiset: offset multiset unique both sides, 27 accesses, ratio 0.95 | callgraph: callgraph round 5; key=callee+pair; |K|=3+3; order=between",demo_symbol_renames_offsets.csv; research/54 | demo_symbol_renames_callgraph_loose.csv; research/52,2026-09-24
0x00263be0,zAnimObjectBlendModeTick,zAnimObjectBlendModeTick__FP14_zanim_cmd_hdrPf,offset-multiset,0.75,"offset-multiset: offset multiset unique both sides, 14 accesses, ratio 0.97",demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x002678f0,zAnimDestructorTick,zAnimDestructorTick__FP14_zanim_cmd_hdrPf,offset-multiset,0.75,"offset-multiset: offset multiset unique both sides, 17 accesses, ratio 1.00",demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x00267ab0,CZAnimMain_LoadZAR_PCcPCc,LoadZAR__10CZAnimMainFPCcPCc,string-set&callgraph,0.80,string-set: strings=5;order=between;callees=overlap | callgraph: callgraph round 2; key=callee+pair; |K|=4+4; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph_loose.csv; research/52,2026-09-24
0x00267dc0,CZAnimZAR_dtor,__dt__9CZAnimZARFv,vtable-slot,0.75,vtable-slot: vtable CZAnimZAR slot 0; fixed points start..end; ratio=1.00,"demo_symbol_renames_7c.csv; research/51, research/60",2026-09-24
0x00267e70,CZAnimMain_OpenZAR,OpenZAR__10CZAnimMainFPCc,string-set&callgraph,0.80,string-set: strings=2;order=between;callees=none | callgraph: callgraph round 4; key=pair; |K|=3; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph_loose.csv; research/52,2026-09-24
0x00267fa0,CZAnimMain_LoadZAR_P9CZAnimZARPCc,LoadZAR__10CZAnimMainFP9CZAnimZARPCc,string-set&callgraph,0.80,string-set: strings=3;order=between;callees=overlap | callgraph: callgraph round 2; key=callee+pair; |K|=3+4; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph_loose.csv; research/52,2026-09-24
0x00268960,CZAnimNameIndexTable_Load,Load__20CZAnimNameIndexTableFRQ23zar4CZAR,string-set&callgraph,0.80,string-set: strings=2;order=between;callees=none | callgraph: callgraph round 3; key=callee+pair; |K|=2+3; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph_loose.csv; research/52,2026-09-24
0x00268a60,CZAnimNameIndexTable_AddName,AddName__20CZAnimNameIndexTableFP9CZAnimSetPCc,offset-multiset&callgraph,0.75,"offset-multiset: offset multiset unique both sides, 20 accesses, ratio 0.99 | callgraph: callgraph round 3; key=pair; |K|=3; order=between",demo_symbol_renames_offsets.csv; research/54 | demo_symbol_renames_callgraph_loose.csv; research/52,2026-09-24
0x00268c00,CZAnimNameTable_Load,Load__15CZAnimNameTableFRQ23zar4CZAR,string-set&callgraph,0.80,string-set: strings=2;order=between;callees=overlap | callgraph: callgraph round 2; key=callee+pair; |K|=6+6; order=between,demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_callgraph_loose.csv; research/52,2026-09-24
0x00269420,CZAnimMain_GetNodeSearchScope,GetNodeSearchScope__10CZAnimMainFPCcPi,string-set&offset-multiset,0.80,"string-set: strings=5;order=between;callees=overlap | offset-multiset: offset multiset unique both sides, 5 accesses, ratio 0.87 + callees",demo_symbol_renames_strings.csv; research/53 | demo_symbol_renames_offsets.csv; research/54,2026-09-24
0x0026a040,CZAnimMain_SeqSetState,SeqSetState__10CZAnimMainFi,prefix+offsets,0.80,"prefix+offsets: prologue unique both sides + offset multiset unique both sides, 10 accesses",demo_symbol_renames_prefix_offsets.csv; research/54,2026-09-24
0x0026a8e0,CZAnimMain_AddCmd,AddCmd__10CZAnimMainFPCcPFP5_zrdr_P14_zanim_cmd_hdrPFP14_zanim_cmd_hdr_vPFP14_zanim_cmd_hdrPf_bPFP14_zanim_cmd_hdr_v,callgraph,0.80,callgraph: callgraph round 1; key=caller+pair; |K|=3+4; order=between,demo_symbol_renames_callgraph.csv; research/52,2026-09-24
